2016-05-17 16:51:50.343723	MemTotal	31416240
2016-05-17 16:51:50.343723	MemFree	30327528
2016-05-17 16:51:50.343723	Buffers	45768
2016-05-17 16:51:50.343723	Cached	725296
2016-05-17 16:51:50.343723	SwapCached	0
2016-05-17 16:51:50.343723	Active	379100
2016-05-17 16:51:50.343723	Inactive	432912
2016-05-17 16:51:50.343723	Active(anon)	77532
2016-05-17 16:51:50.343723	Inactive(anon)	6864
2016-05-17 16:51:50.343723	Active(file)	301568
2016-05-17 16:51:50.343723	Inactive(file)	426048
2016-05-17 16:51:50.343723	Unevictable	0
2016-05-17 16:51:50.343723	Mlocked	0
2016-05-17 16:51:50.343723	SwapTotal	0
2016-05-17 16:51:50.343723	SwapFree	0
2016-05-17 16:51:50.343723	Dirty	348
2016-05-17 16:51:50.343723	Writeback	0
2016-05-17 16:51:50.343723	AnonPages	40632
2016-05-17 16:51:50.343723	Mapped	45012
2016-05-17 16:51:50.343723	Shmem	43452
2016-05-17 16:51:50.343723	Slab	75140
2016-05-17 16:51:50.343723	SReclaimable	58900
2016-05-17 16:51:50.343723	SUnreclaim	16240
2016-05-17 16:51:50.343723	KernelStack	1200
2016-05-17 16:51:50.343723	PageTables	4076
2016-05-17 16:51:50.343723	NFS_Unstable	0
2016-05-17 16:51:50.343723	Bounce	0
2016-05-17 16:51:50.343723	WritebackTmp	0
2016-05-17 16:51:50.343723	CommitLimit	15708120
2016-05-17 16:51:50.343723	Committed_AS	245600
2016-05-17 16:51:50.343723	VmallocTotal	34359738367
2016-05-17 16:51:50.343723	VmallocUsed	57008
2016-05-17 16:51:50.343723	VmallocChunk	34359674848
2016-05-17 16:51:50.343723	HardwareCorrupted	0
2016-05-17 16:51:50.343723	AnonHugePages	0
2016-05-17 16:51:50.343723	HugePages_Total	0
2016-05-17 16:51:50.343723	HugePages_Free	0
2016-05-17 16:51:50.343723	HugePages_Rsvd	0
2016-05-17 16:51:50.343723	HugePages_Surp	0
2016-05-17 16:51:50.343723	Hugepagesize	2048
2016-05-17 16:51:50.343723	DirectMap4k	30720
2016-05-17 16:51:50.343723	DirectMap2M	32100352
2016-05-17 16:51:55.349447	MemTotal	31416240
2016-05-17 16:51:55.349447	MemFree	30302280
2016-05-17 16:51:55.349447	Buffers	45776
2016-05-17 16:51:55.349447	Cached	739828
2016-05-17 16:51:55.349447	SwapCached	0
2016-05-17 16:51:55.349447	Active	399736
2016-05-17 16:51:55.349447	Inactive	435056
2016-05-17 16:51:55.349447	Active(anon)	85772
2016-05-17 16:51:55.349447	Inactive(anon)	6864
2016-05-17 16:51:55.349447	Active(file)	313964
2016-05-17 16:51:55.349447	Inactive(file)	428192
2016-05-17 16:51:55.349447	Unevictable	0
2016-05-17 16:51:55.349447	Mlocked	0
2016-05-17 16:51:55.349447	SwapTotal	0
2016-05-17 16:51:55.349447	SwapFree	0
2016-05-17 16:51:55.349447	Dirty	800
