2016-05-17 19:35:43.881928	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 19:35:43.882003	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 19:35:43.882038	 3  1      0 30655440  32512 1911168    0    0     9   917  425  249  6  2 83  9  0	
2016-05-17 19:35:48.882009	 2  1      0 30662128  32536 1904212    0    0     0 13389 1683 8292  3  2 83 12  0	
2016-05-17 19:35:53.882371	 3  0      0 30665888  32552 1900608    0    0     0 12524 1672 7875  3  1 84 12  0	
2016-05-17 19:35:58.882847	 3  1      0 30656760  32568 1909960    0    0     0 11734 1568 7520  3  1 84 12  0	
2016-05-17 19:36:03.883156	 2  1      0 30654908  32584 1911620    0    0     0 14087 1941 9202  4  2 83 12  0	
2016-05-17 19:36:08.883587	 3  1      0 30669292  32600 1897004    0    0     0 18850 2121 9704  3  2 83 12  0	
2016-05-17 19:36:13.883900	 1  1      0 30655528  32616 1910440    0    0     0 13054 1793 8908  3  2 84 11  0	
2016-05-17 19:36:18.884385	 2  1      0 30652180  32672 1912536    0    0     0 16902 1448 7081  3  1 84 12  0	
2016-05-17 19:36:23.884691	 0  1      0 30652180  32720 1912708    0    0     0 16558 1529 7063  3  1 84 12  0	
2016-05-17 19:36:28.885191	 0  2      0 30651684  32744 1912808    0    0     0 47985 1981 4444  2  1 83 14  0	
2016-05-17 19:36:33.885535	 0  2      0 30651312  32780 1912896    0    0     0  8826  859 4141  2  1 85 12  0	
2016-05-17 19:36:38.886009	 1  2      0 30650692  32836 1913376    0    0     0 16091 1614 7461  3  1 84 12  0	
2016-05-17 19:36:43.886275	 1  1      0 30652956  32868 1913804    0    0     0 12498 1718 7623  3  2 84 12  0	
