2016-05-17 20:33:29.124866	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 20:33:29.124981	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 20:33:29.125295	14  1      0 32157156  71496 371376    0    0     4  1981  353  817  7  2 81 10  0	
2016-05-17 20:33:34.125666	22  1      0 32148088  71516 374284    0    0     0  1462 3851 21168 27  4 60  9  0	
2016-05-17 20:33:39.146717	31  0      0 32146292  71528 375960    0    0     0  1082 2792 15339 23  3 65  9  0	
2016-05-17 20:33:44.150529	16  1      0 32144496  71540 377640    0    0     0  1118 2747 15156 22  3 66  9  0	
2016-05-17 20:33:49.150858	29  1      0 32143008  71564 379264    0    0     0  1128 2870 15463 23  4 65  9  0	
2016-05-17 20:33:54.151113	16  1      0 32141272  71580 380928    0    0     0  1050 2837 15157 22  3 66  9  0	
2016-05-17 20:33:59.200785	 0  1      0 32139908  71596 382520    0    0     0  1045 2867 15238 21  3 67  8  0	
2016-05-17 20:34:04.210130	30  1      0 32137816  71612 384120    0    0     0  1486 2989 16071 22  3 66  9  0	
2016-05-17 20:34:09.218543	16  1      0 32136188  71628 385632    0    0     0  1304 2907 15304 23  3 62 11  0	
2016-05-17 20:34:14.220405	12  1      0 32134172  71644 387244    0    0     0  1006 2754 14690 21  3 65 10  0	
2016-05-17 20:34:19.220654	25  1      0 32148960  71656 372528    0    0     0  1114 2916 15926 22  3 65 10  0	
2016-05-17 20:34:24.231380	22  1      0 32147736  71668 374112    0    0     0  1042 2758 14586 21  3 67  8  0	
