2016-05-17 19:44:04.889869	procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2016-05-17 19:44:04.889933	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 19:44:04.890044	 3  0      0 12709632  64764 1408908    0    0     8   358  329  807  3  1 95  0  0
2016-05-17 19:44:09.890472	 0  0      0 12707436  64764 1405536    0    0     0  4765 3972 9034  6  4 90  1  0
2016-05-17 19:44:14.890785	 1  0      0 12712644  64768 1401260    0    0     0  4625 2721 7792  6  4 90  1  0
2016-05-17 19:44:19.891147	 1  0      0 12701504  64772 1412048    0    0     0  4391 2847 7996  6  3 90  1  0
2016-05-17 19:44:24.891544	 1  0      0 12707580  64772 1406136    0    0     0  4290 2390 7550  6  3 90  1  0
2016-05-17 19:44:29.891810	 1  0      0 12713904  64772 1399236    0    0     0  4153 2880 8090  6  3 90  1  0
2016-05-17 19:44:34.892078	 2  0      0 12705100  64776 1408360    0    0     0  4010 4168 8962  5  3 91  1  0
2016-05-17 19:44:39.892382	 2  0      0 12713492  64776 1400108    0    0     0  4090 2218 7494  6  3 90  1  0
2016-05-17 19:44:44.892760	 2  0      0 12706300  64780 1407364    0    0     0  3610 2340 7248  6  2 91  1  0
2016-05-17 19:44:49.892982	 2  0      0 12714600  64784 1397856    0    0     0  3649 1234 6465  6  2 90  1  0
2016-05-17 19:44:54.893214	 2  0      0 12708780  64792 1404536    0    0     0  3437 1433 6471  6  2 90  1  0
2016-05-17 19:44:59.893629	 0  0      0 12701960  64796 1410664    0    0     0  3620 3153 8658  5  3 91  1  0
2016-05-17 19:45:04.893970	 2  0      0 12712872  64800 1399760    0    0     0  3311 1958 7190  6  3 90  1  0
