2016-05-17 18:59:21.003299	procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2016-05-17 18:59:21.003392	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 18:59:21.003506	 4  0      0 30185832  75596 829088    0    0     7  2968 1066 1142 11  3 65 20  0
2016-05-17 18:59:26.003832	 0  1      0 30182508  75600 829856    0    0     0  1267 4507 4593  2  0 95  2  0
2016-05-17 18:59:31.004091	 0  1      0 30182260  75604 830072    0    0     0   832 3237 3341  2  1 96  1  0
2016-05-17 18:59:36.004360	 0  1      0 30181888  75604 830224    0    0     0   835 3183 3258  4  0 95  1  0
2016-05-17 18:59:41.004633	 0  1      0 30181012  75604 830420    0    0     0   782 2852 2917  2  0 94  4  0
2016-05-17 18:59:46.004903	 0  1      0 30180888  75604 830636    0    0     0   823 3193 3240  5  0 91  4  0
2016-05-17 18:59:51.005168	 0  1      0 30180764  75612 830824    0    0     0   831 3163 3212  5  0 92  3  0
2016-05-17 18:59:56.005436	 0  1      0 30180516  75612 831000    0    0     0   886 3122 3175  4  0 93  3  0
2016-05-17 19:00:01.005703	 0  1      0 30179880  75612 831192    0    0     0   784 3008 3079  2  0 93  5  0
2016-05-17 19:00:06.005960	 0  1      0 30179880  75620 831328    0    0     0   826 3186 3235  4  0 90  5  0
2016-05-17 19:00:11.006226	 0  1      0 30179616  75628 831596    0    0     0  1038 3977 4010  6  0 90  5  0
2016-05-17 19:00:16.006495	 0  1      0 30179616  75636 831752    0    0     0   826 3164 3206  4  0 90  6  0
2016-05-17 19:00:21.006760	 0  1      0 30179376  75644 831948    0    0     0   777 3019 3071  2  0 91  6  0
