2016-05-17 02:33:50.039145	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:33:50.039278	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:33:50.039648	 6  0      0 6554088  29384 531524    0    0    21  1253  519 2566  8  3 72 17  0	
2016-05-17 02:33:55.040046	 1  1      0 6460596  29408 537452    0    0     0  9400 2668 20222 17  8 56 20  0	
2016-05-17 02:34:00.040308	 6  1      0 6468232  29424 528940    0    0     0  6028 1886 14700 12  5 61 21  0	
2016-05-17 02:34:05.053203	 0  1      0 6460536  29440 536944    0    0     0  6335 2311 18159 16  7 58 19  0	
2016-05-17 02:34:10.067873	 0  1      0 6446444  29456 540984    0    0     0  5338 2198 16852 14  6 60 19  0	
2016-05-17 02:34:15.272430	 0  1      0 6441344  29472 546156    0    0     0  5659 2150 17241 14  6 61 19  0	
2016-05-17 02:34:20.272891	 2  1      0 6453184  29488 534704    0    0     0  5659 2223 16955 15  6 60 18  0	
2016-05-17 02:34:25.356985	 0  1      0 6463524  29504 532900    0    0     0  4686 2110 15709 15  6 59 20  0	
2016-05-17 02:34:30.369366	12  1      0 6461184  29520 535452    0    0     0  2107 2111 17381 14  6 60 20  0	
2016-05-17 02:34:35.412068	15  1      0 6457464  29536 539260    0    0     0  1975 2121 17355 14  6 60 20  0	
2016-05-17 02:34:40.412409	 4  1      0 6454720  29552 542256    0    0     0  1994 2150 18001 14  6 60 20  0	
2016-05-17 02:34:45.412685	 2  1      0 6452224  29568 544508    0    0     0 15972 2243 15655 12  6 61 21  0	
