2016-05-17 17:06:22.121464	procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2016-05-17 17:06:22.121589	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 17:06:22.121855	 2  0      0 30069220  48656 974464    0    0    25  1986   87 2020  9  4 80  5  1
2016-05-17 17:06:27.122227	 1  1      0 30061148  48660 976784    0    0     0 18277 32227 39820 11  6 68 13  1
2016-05-17 17:06:32.122602	 5  1      0 30055808  48664 982344    0    0     0 15998 33373 41600 12  8 65 14  1
2016-05-17 17:06:37.122905	 2  1      0 30061956  48672 975768    0    0     0 14947 33964 42586 14  8 63 14  1
2016-05-17 17:06:42.123282	 3  1      0 30047436  48676 979632    0    0     0 13374 34475 43574 16  9 60 14  1
2016-05-17 17:06:47.123607	 3  0      0 30044336  48680 984028    0    0     0 13459 34064 42915 20  9 56 14  1
2016-05-17 17:06:52.123930	 4  1      0 30056888  48688 979960    0    0     0 12032 34528 43561 19  9 56 14  1
2016-05-17 17:06:57.124350	 4  1      0 30050316  48692 986332    0    0     0 12233 36303 45649 17  9 57 15  1
2016-05-17 17:07:02.124785	 6  0      0 30061172  48700 975500    0    0     0 11282 36011 45771 18 10 57 14  1
2016-05-17 17:07:07.125177	 2  1      0 30056640  48708 980536    0    0     0 11054 36171 45629 18  9 58 14  1
2016-05-17 17:07:12.125437	 0  2      0 30052052  48712 985244    0    0     0 20038 34594 43641 17  8 57 17  1
2016-05-17 17:07:17.125750	 4  1      0 30048208  48720 989068    0    0     0 20003 32124 40202 14  8 58 19  1
2016-05-17 17:07:22.126020	 4  1      0 30043372  48728 993500    0    0     0 10953 36160 45659 18 10 56 15  1
