2016-05-17 20:28:11.593288	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 20:28:11.593369	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 20:28:11.593405	 2  1      0 32199748  70312 368516    0    0     4  2062  354  783  7  2 82 10  0	
2016-05-17 20:28:16.593839	 2  0      0 32198532  70336 369500    0    0     0  2494 1011 4655  5  1 88  7  0	
2016-05-17 20:28:21.594091	 2  0      0 32198492  70352 369996    0    0     0  2302 1056 4489  5  1 87  7  0	
2016-05-17 20:28:26.594532	 2  0      0 32198640  70368 370492    0    0     0  2333 1009 4548  5  1 88  7  0	
2016-05-17 20:28:31.594874	 3  0      0 32198548  70384 370984    0    0     0  2313 1059 4471  5  1 87  7  0	
2016-05-17 20:28:36.595145	 2  1      0 32198176  70392 371468    0    0     0  2197 1012 4307  5  1 87  7  0	
2016-05-17 20:28:41.595665	 1  1      0 32197680  70412 371936    0    0     0  2314 1061 4436  5  1 87  7  0	
2016-05-17 20:28:46.596076	 2  1      0 32196812  70428 372484    0    0     0  2411 1035 4366  5  1 88  7  0	
2016-05-17 20:28:51.596630	 0  1      0 32196440  70436 372976    0    0     0  2195  985 4303  5  1 87  7  0	
2016-05-17 20:28:56.597024	 0  1      0 32196316  70452 373436    0    0     0  2134  968 4171  5  1 88  7  0	
2016-05-17 20:29:01.597580	 0  1      0 32195060  70468 373912    0    0     0  2322 1056 4538  5  1 88  7  0	
2016-05-17 20:29:06.597836	 1  0      0 32195324  70484 374392    0    0     0  2166 1020 4227  5  1 88  7  0	
2016-05-17 20:29:11.598243	 1  0      0 32195556  70500 374844    0    0     0  2078  984 4081  5  1 88  7  0	
