2016-05-17 19:53:05.475389	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 19:53:05.475488	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 19:53:05.475735	 6  1      0 30617404  49468 1910564    0    0     7  1719  383  478  5  2 83  9  0	
2016-05-17 19:53:10.476061	 1  1      0 30615884  49492 1907192    0    0     0 27271 4604 28488 11  5 73 11  0	
2016-05-17 19:53:15.476340	 0  1      0 30608460  49508 1915464    0    0     0 29848 5074 33289 14  6 70 10  0	
2016-05-17 19:53:20.476607	 8  1      0 30614536  49532 1908444    0    0     0 63338 6319 32176 13  6 70 11  0	
2016-05-17 19:53:25.476919	11  1      0 30612180  49620 1911412    0    0     0 78122 6136 30298 12  6 70 12  0	
2016-05-17 19:53:30.477187	 0  1      0 30605236  49636 1918436    0    0     0 29422 5192 32631 13  6 71 10  0	
2016-05-17 19:53:35.477533	 0  1      0 30603376  49652 1920176    0    0     0 28603 5388 34175 13  6 70 10  0	
2016-05-17 19:53:40.477790	 1  1      0 30607840  49668 1912916    0    0     0 69746 5589 28132 12  5 72 12  0	
2016-05-17 19:53:45.478079	 0  1      0 30609388  50092 1913936    0    0     0 68035 6108 31351 13  6 69 12  0	
2016-05-17 19:53:50.478349	 0  1      0 30604924  50108 1918260    0    0     0 54770 5053 25655 10  5 74 11  0	
2016-05-17 19:53:55.478629	 0  1      0 30610008  50132 1912468    0    0     0 26830 4937 30610 13  6 71 10  0	
2016-05-17 19:54:00.479049	10  1      0 30608288  50552 1914108    0    0     0 74894 4914 22932  9  5 74 12  0	
2016-05-17 19:54:05.479373	 1  0      0 30622408  50568 1920676    0    0     0 26194 5299 33275 13  6 70 10  0	
