2016-05-16 23:39:14.359486	MemTotal	16363196
2016-05-16 23:39:14.359486	MemFree	9472472
2016-05-16 23:39:14.359486	MemAvailable	12795688
2016-05-16 23:39:14.359486	Buffers	362768
2016-05-16 23:39:14.359486	Cached	3198616
2016-05-16 23:39:14.359486	SwapCached	0
2016-05-16 23:39:14.359486	Active	5551412
2016-05-16 23:39:14.359486	Inactive	696648
2016-05-16 23:39:14.359486	Active(anon)	2827880
2016-05-16 23:39:14.359486	Inactive(anon)	108568
2016-05-16 23:39:14.359486	Active(file)	2723532
2016-05-16 23:39:14.359486	Inactive(file)	588080
2016-05-16 23:39:14.359486	Unevictable	148
2016-05-16 23:39:14.359486	Mlocked	148
2016-05-16 23:39:14.359486	SwapTotal	33554428
2016-05-16 23:39:14.359486	SwapFree	33554428
2016-05-16 23:39:14.359486	Dirty	8644
2016-05-16 23:39:14.359486	Writeback	0
2016-05-16 23:39:14.359486	AnonPages	2310268
2016-05-16 23:39:14.359486	Mapped	739760
2016-05-16 23:39:14.359486	Shmem	249784
2016-05-16 23:39:14.359486	Slab	400208
2016-05-16 23:39:14.359486	SReclaimable	347816
2016-05-16 23:39:14.359486	SUnreclaim	52392
2016-05-16 23:39:14.359486	KernelStack	10016
2016-05-16 23:39:14.359486	PageTables	39656
2016-05-16 23:39:14.359486	NFS_Unstable	0
2016-05-16 23:39:14.359486	Bounce	0
2016-05-16 23:39:14.359486	WritebackTmp	0
2016-05-16 23:39:14.359486	CommitLimit	41736024
2016-05-16 23:39:14.359486	Committed_AS	6585824
2016-05-16 23:39:14.359486	VmallocTotal	34359738367
2016-05-16 23:39:14.359486	VmallocUsed	0
2016-05-16 23:39:14.359486	VmallocChunk	0
2016-05-16 23:39:14.359486	HardwareCorrupted	0
2016-05-16 23:39:14.359486	AnonHugePages	948224
2016-05-16 23:39:14.359486	HugePages_Total	0
2016-05-16 23:39:14.359486	HugePages_Free	0
2016-05-16 23:39:14.359486	HugePages_Rsvd	0
2016-05-16 23:39:14.359486	HugePages_Surp	0
2016-05-16 23:39:14.359486	Hugepagesize	2048
2016-05-16 23:39:14.359486	DirectMap4k	278132
2016-05-16 23:39:14.359486	DirectMap2M	6987776
2016-05-16 23:39:14.359486	DirectMap1G	10485760
2016-05-16 23:39:19.364311	MemTotal	16363196
2016-05-16 23:39:19.364311	MemFree	9436560
2016-05-16 23:39:19.364311	MemAvailable	12747560
2016-05-16 23:39:19.364311	Buffers	362788
2016-05-16 23:39:19.364311	Cached	3188692
2016-05-16 23:39:19.364311	SwapCached	0
2016-05-16 23:39:19.364311	Active	5585680
2016-05-16 23:39:19.364311	Inactive	685008
2016-05-16 23:39:19.364311	Active(anon)	2862424
2016-05-16 23:39:19.364311	Inactive(anon)	108568
2016-05-16 23:39:19.364311	Active(file)	2723256
2016-05-16 23:39:19.364311	Inactive(file)	576440
2016-05-16 23:39:19.364311	Unevictable	148
2016-05-16 23:39:19.364311	Mlocked	148
2016-05-16 23:39:19.364311	SwapTotal	33554428
2016-05-16 23:39:19.364311	SwapFree	33554428
2016-05-16 23:39:19.364311	Dirty	72900
2016-05-16 23:39:19.364311	Writeback	0
2016-05-16 23:39:19.364311	AnonPages	2344664
2016-05-16 23:39:19.364311	Mapped	740196
2016-05-16 23:39:19.364311	Shmem	249784
2016-05-16 23:39:19.364311	Slab	400344
2016-05-16 23:39:19.364311	SReclaimable	347516
2016-05-16 23:39:19.364311	SUnreclaim	52828
2016-05-16 23:39:19.364311	KernelStack	10752
2016-05-16 23:39:19.364311	PageTables	53456
2016-05-16 23:39:19.364311	NFS_Unstable	0
2016-05-16 23:39:19.364311	Bounce	0
2016-05-16 23:39:19.364311	WritebackTmp	0
