2016-05-17 00:41:58.906322	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 00:41:58.906440	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 00:41:58.906476	23  1   2892  75736   1964 1473644    0    0   302  1191  181  865  3  1 83 12  0	
2016-05-17 00:42:04.018795	 9  5   2892  86880   1988 1454112    0    0  4268 10876 1059 8081 16  8 27 49  0	
2016-05-17 00:42:09.019143	 2  1   2892  71008   1992 1469152    0    0  3296  9310  905 7167 14  7 29 50  0	
2016-05-17 00:42:14.019494	 3  1   2892  72132   2012 1468292    0    0  3480  8884  896 6797 15  7 38 39  0	
2016-05-17 00:42:19.019799	 9  1   2892  90484   2028 1449768    0    0  3006  8769  861 7136 13  6 38 42  0	
2016-05-17 00:42:24.102589	 7  1   2892  80316   1920 1460028    0    0  3358  8374  925 6921 16  9 29 45  0	
2016-05-17 00:42:29.102203	 3  1   2892  79324   1936 1461320    0    0  2816 28949 1306 5609 13  8 20 59  0	
2016-05-17 00:42:34.102580	 5  2   2892  71636   1948 1468688    0    0  3512  8498  900 6942 14  7 29 50  0	
2016-05-17 00:42:39.293611	 7  1   2892  77216   1964 1463240    0    0  3323  8175  984 6833 14  7 32 47  0	
2016-05-17 00:42:44.293131	 5  3   2892  69916   1980 1470544    0    0  3064  8051 1085 7210 14  6 35 45  0	
2016-05-17 00:42:49.390048	 4  2   2892  81060   2000 1459240    0    0  2319 27367 1595 4706 11  7 18 63  0	
2016-05-17 00:42:54.638395	13  1   2892  79572   2016 1460572    0    0  2627 23360 1180 5747 12  7 32 48  0	
