2016-05-17 20:09:06.658917	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 20:09:06.659070	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 20:09:06.659502	 9  0      0 30590092  64488 1909304    0    0     5  2169  363  634  5  2 83 10  0	
2016-05-17 20:09:11.659939	 0  1      0 30515972  64504 1915388    0    0     0 28142 4165 31305 14  7 69 10  0	
2016-05-17 20:09:16.660250	 9  1      0 30518468  64528 1912716    0    0     0 37547 5065 44154 19  8 63 10  0	
2016-05-17 20:09:21.660528	 1  1      0 30509028  64544 1922988    0    0     0 31952 4345 39113 17  8 66 10  0	
2016-05-17 20:09:26.673431	 2  1      0 30520064  64608 1910400    0    0     0 103414 5037 24078 12  6 68 14  0	
2016-05-17 20:09:31.673710	11  1      0 30509896  64624 1920748    0    0     0 25457 3713 30574 14  6 70 10  0	
2016-05-17 20:09:36.673988	18  1      0 30516980  64640 1913376    0    0     0 21900 3405 28370 13  6 71 10  0	
2016-05-17 20:09:41.674314	 0  2      0 30498720  64656 1925788    0    0     0 65683 4637 28948 13  6 69 11  0	
2016-05-17 20:09:46.674606	 0  1      0 30512376  64988 1917560    0    0     0 63021 4151 19594  8  4 70 17  0	
2016-05-17 20:09:51.675062	13  1      0 30515476  65004 1912888    0    0     0 25762 3535 31337 13  6 70 10  0	
2016-05-17 20:09:56.675430	 0  1      0 30506564  65016 1923180    0    0     0  8757 1524 11396  5  2 81 12  0	
2016-05-17 20:10:01.675691	 0  1      0 30503144  65040 1925100    0    0     0 27169 3800 32394 14  6 69 10  0	
2016-05-17 20:10:06.675962	 0  1      0 30563984  65384 1922508    0    0     0 105384 5439 30344 14  7 66 13  0	
