2016-05-17 19:22:34.530691	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 19:22:34.530790	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 19:22:34.532257	11  1      0 32068136  27536 528024    0    0    12   687  393 1680  5  2 85  9  0	
2016-05-17 19:22:39.532645	 0  1      0 32068616  27560 522384    0    0     0 15502 5667 31392 12  5 73 10  0	
2016-05-17 19:22:44.532933	 1  1      0 32069348  27576 521068    0    0     0 13916 7313 39424 15  6 69 10  0	
2016-05-17 19:22:49.533232	 0  1      0 32059692  27600 531260    0    0     0  9056 6365 34916 13  5 72 10  0	
2016-05-17 19:22:54.533535	 3  1      0 32059444  27616 532884    0    0     0  7018 5780 31307 12  5 73 10  0	
2016-05-17 19:22:59.533813	 1  1      0 32063660  27632 527452    0    0     0  6530 6732 37523 14  6 70 10  0	
2016-05-17 19:23:04.534308	 6  1      0 32054748  27648 536488    0    0     0  5718 6124 35530 13  5 72 10  0	
2016-05-17 19:23:09.534532	 6  1      0 32063412  27664 526884    0    0     0 21262 7117 36845 14  6 70 10  0	
2016-05-17 19:23:14.535388	 1  1      0 32056964  27680 533544    0    0     0  5305 6426 36052 13  5 71 10  0	
2016-05-17 19:23:19.557689	11  1      0 32051012  27696 539616    0    0     0  5185 6513 36229 14  5 71 10  0	
2016-05-17 19:23:24.558006	 2  1      0 32061444  27712 528820    0    0     0  5033 6458 35437 13  5 71 10  0	
2016-05-17 19:23:29.558316	 1  1      0 32055476  27728 534532    0    0     0  4538 5683 31655 12  5 73 10  0	
