2016-05-17 18:55:44.398345	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 18:55:44.398411	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 18:55:44.398448	 3  0      0 32353204  18748 276356    0    0    36   347  298 1041  3  1 89  7  0	
2016-05-17 18:55:49.398782	 1  1      0 32358824  18772 271584    0    0     0  6231 1386 7965  3  1 88  8  0	
2016-05-17 18:55:54.399285	 1  1      0 32355776  18788 274668    0    0     0  4416 1092 7636  3  1 88  8  0	
2016-05-17 18:55:59.399920	 1  1      0 32354364  18804 276304    0    0     0  4169 1324 7779  3  1 88  8  0	
2016-05-17 18:56:04.400407	 0  1      0 32352824  18820 277916    0    0     0  4191 1372 7936  3  1 88  8  0	
2016-05-17 18:56:09.400960	 0  1      0 32352104  18836 279032    0    0     0  3918 1256 7525  3  1 88  8  0	
2016-05-17 18:56:14.401343	 0  1      0 32351608  18852 280252    0    0     0  4098 1249 7857  3  1 88  8  0	
2016-05-17 18:56:19.401666	 0  1      0 32350120  18876 281484    0    0     0  4528 1314 8089  3  1 87  8  0	
2016-05-17 18:56:24.402043	 0  1      0 32349252  18892 282652    0    0     0  4159 1168 7960  3  1 88  8  0	
2016-05-17 18:56:29.402321	 0  1      0 32348260  18908 283784    0    0     0  3963 1269 7610  3  1 88  8  0	
2016-05-17 18:56:34.402581	 0  2      0 32347392  18920 284812    0    0     0  3448 1140 6629  3  1 88  9  0	
2016-05-17 18:56:39.402904	 2  2      0 32336152  18940 285844    0    0     0  3664 1213 6963  3  1 87  9  0	
2016-05-17 18:56:44.403227	 1  0      0 32345052  18956 286880    0    0     0  3496  958 6741  3  1 88  9  0	
