2016-05-17 19:25:59.422202	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 19:25:59.422294	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 19:25:59.422355	 3  0      0 32074676  28880 534948    0    0    11   732  423 1876  5  2 84  9  0	
2016-05-17 19:26:04.422632	 1  1      0 32072816  28904 536132    0    0     0  6832  894 6794  3  1 88  9  0	
2016-05-17 19:26:09.423122	 1  1      0 32075016  28912 534404    0    0     0  6226  972 6651  3  1 88  9  0	
2016-05-17 19:26:14.423500	 2  1      0 32080812  28928 530492    0    0     0  5575  950 6330  2  1 88  9  0	
2016-05-17 19:26:19.424033	 3  1      0 32085756  28952 525984    0    0     0  5306 1077 6180  2  1 87  9  0	
2016-05-17 19:26:24.424436	 1  1      0 32074844  28968 536400    0    0     0  5495 1068 6504  3  1 87  9  0	
2016-05-17 19:26:29.424970	 1  1      0 32080672  28988 530732    0    0     0  5670  933 7177  3  1 87  9  0	
2016-05-17 19:26:34.425379	 0  2      0 32088980  29004 522664    0    0     0  4831  931 6080  2  1 88  9  0	
2016-05-17 19:26:39.425628	 1  2      0 32082408  29020 529408    0    0     0  4145  922 5692  2  1 87  9  0	
2016-05-17 19:26:44.425896	 1  1      0 32064100  29036 537616    0    0     0  5074 1274 6945  3  1 87  9  0	
2016-05-17 19:26:49.426173	 1  2      0 32083896  29052 527432    0    0     0  4113 1079 5961  2  1 87  9  0	
2016-05-17 19:26:54.426769	 1  1      0 32076952  29068 534536    0    0     0  4993 1309 7382  3  1 88  8  0	
2016-05-17 19:26:59.427021	 2  1      0 32088840  29088 523552    0    0     0  4464 1049 6851  3  1 88  9  0	
