2016-05-17 20:20:45.626115	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 20:20:45.626186	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 20:20:45.626233	 3  0      0 32195076  68636 374696    0    0     5  2185  355  724  6  2 82 10  0	
2016-05-17 20:20:50.626943	 2  1      0 32193944  68652 375616    0    0     0  2207 1012 4068  5  1 88  7  0	
2016-05-17 20:20:55.627269	 0  1      0 32193716  68664 376076    0    0     0  2026  865 3980  4  1 88  7  0	
2016-05-17 20:21:00.627582	 2  0      0 32194360  68680 376488    0    0     0  2198 1020 4308  5  1 87  7  0	
2016-05-17 20:21:05.627919	 1  1      0 32193848  68696 377012    0    0     0  2006  931 3915  4  1 87  8  0	
2016-05-17 20:21:10.628458	 1  1      0 32193724  68712 377448    0    0     0  2181  998 4277  5  1 88  7  0	
2016-05-17 20:21:15.628727	 2  0      0 32193228  68728 377836    0    0     0  1906  795 3630  4  1 87  8  0	
2016-05-17 20:21:20.629085	 1  1      0 32192872  68752 378324    0    0     0  2381  850 4334  5  1 88  7  0	
2016-05-17 20:21:25.629656	 2  0      0 32192484  68768 378716    0    0     0  1870  779 3611  4  1 87  8  0	
2016-05-17 20:21:30.630064	 1  1      0 32192112  68784 379140    0    0     0  1886  723 3691  4  1 88  8  0	
2016-05-17 20:21:35.630354	 1  1      0 32191740  68800 379496    0    0     0  1904  752 3731  4  1 87  8  0	
2016-05-17 20:21:40.630786	 3  0      0 32191384  68812 379960    0    0     0  1969  825 3867  4  1 88  7  0	
2016-05-17 20:21:45.631021	 1  1      0 32191972  68824 380336    0    0     0  1522  632 2952  3  1 87  9  0	
