2016-05-17 01:33:03.163035	procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2016-05-17 01:33:03.163172	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 01:33:03.163752	 3  0      0 29264376  29140 1805984    0    0     7  1461 2093  294  5  2 75 17  1
2016-05-17 01:33:08.164096	 0  1      0 29242904  29156 1800796    0    0     0 18074 6706 15151 15  6 69 10  0
2016-05-17 01:33:13.164362	 0  1      0 29247900  29172 1796272    0    0     0 12720 4958 11462 11  5 76  8  0
2016-05-17 01:33:18.164624	 0  1      0 29252736  29188 1791112    0    0     0 12752 5000 11753 11  5 75  9  0
2016-05-17 01:33:23.164884	 0  1      0 29242196  29204 1802472    0    0     0 12745 5022 12063 11  5 76  9  0
2016-05-17 01:33:28.165107	 1  1      0 29247156  29220 1796064    0    0     0 12621 5228 12491 12  4 76  8  0
2016-05-17 01:33:33.165351	 0  1      0 29235968  29244 1807752    0    0     0 12834 4076 9837  9  4 76 11  0
2016-05-17 01:33:38.165616	 0  2      0 29235328  29252 1808120    0    0     0  8745 2734 5692  5  2 73 20  0
2016-05-17 01:33:43.165879	 0  2      0 29235212  29276 1808112    0    0     0  3533  388   82  0  0 54 46  0
2016-05-17 01:33:48.166142	 0  3      0 29234716  29288 1808116    0    0     0  3238  362   88  0  0 42 58  0
2016-05-17 01:33:53.166409	 0  1      0 29234716  29300 1808116    0    0     0  3066  351   79  0  0 57 43  0
2016-05-17 01:33:58.166668	 0  3      0 29234716  29316 1808124    0    0     0  2978  370  110  0  0 35 65  0
2016-05-17 01:34:03.166934	 0  3      0 29234592  29332 1808140    0    0     0  3300  387  143  0  0 40 60  0
2016-05-17 01:34:08.167193	 0  3      0 29254332  29348 1808148    0    0     0  3306  397  135  0  0 47 53  0
