2016-05-17 19:25:40.278061	procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2016-05-17 19:25:40.278157	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 19:25:40.278360	 2  0      0 12966200  62884 1154952    0    0    10   173  150  399  1  1 97  0  0
2016-05-17 19:25:45.278843	 0  0      0 12868500  62888 1156192    0    0     0  3686 4892 12515  9  6 84  1  0
2016-05-17 19:25:50.279054	 0  0      0 12863648  62892 1160124    0    0     0  2949 4973 12698  8  5 86  1  0
2016-05-17 19:25:55.279387	 0  0      0 12860904  62896 1163000    0    0     0  2698 5093 12985  8  5 86  1  0
2016-05-17 19:26:00.279759	 0  0      0 12858328  62900 1165152    0    0     0  2491 5125 13172  8  6 85  1  0
2016-05-17 19:26:05.280034	 0  0      0 12856716  62904 1166360    0    0     0  2324 4981 12909  8  6 86  1  0
2016-05-17 19:26:10.280241	 0  0      0 12855848  62908 1167344    0    0     0  2370 4964 13049  8  6 86  1  0
2016-05-17 19:26:15.280620	 0  0      0 12854980  62912 1168296    0    0     0  2566 5040 13076  7  5 87  1  0
2016-05-17 19:26:20.280854	 0  0      0 12853748  62916 1169232    0    0     0  2346 5054 13003  8  6 86  1  0
2016-05-17 19:26:25.281287	 7  0      0 12853004  62920 1170064    0    0     0  2317 5125 13144  9  6 85  1  0
2016-05-17 19:26:30.281503	 0  0      0 12851888  62924 1170904    0    0     0  2316 5113 13068  9  6 84  1  0
2016-05-17 19:26:35.281727	 0  0      0 12867084  62924 1155456    0    0     0  2318 5080 13048  8  5 86  1  0
2016-05-17 19:26:40.281982	 8  0      0 12866276  62928 1156520    0    0     0  2298 5059 13164  8  6 86  1  0
