2016-05-16 23:43:05.442858	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-16 23:43:05.442932	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-16 23:43:05.443035	 2  1      0 885884 106888 557620    0    0    20   146   71  334  1  1 95  3  0	
2016-05-16 23:43:10.443355	 0  1      0 892412 106912 551680    0    0     0  5248  917 6448 10  5 50 36  0	
2016-05-16 23:43:15.443619	 0  1      0 888700 106928 555632    0    0     0  4186  940 6893 10  5 50 35  0	
2016-05-16 23:43:20.443946	 1  0      0 886640 106944 557640    0    0     0  3802  932 6900 11  4 50 34  0	
2016-05-16 23:43:25.444176	 1  0      0 885052 106960 559004    0    0     0  3934 1053 7432 12  5 50 33  0	
2016-05-16 23:43:30.444474	 0  1      0 882944 106976 560080    0    0     0  3304  804 6305 10  5 50 35  0	
2016-05-16 23:43:35.444747	 1  1      0 882340 106992 560960    0    0     0  3346  940 6348 10  4 50 36  0	
2016-05-16 23:43:40.445026	 1  0      0 881332 107008 561972    0    0     0  3333  807 5932 10  4 50 36  0	
2016-05-16 23:43:45.445330	 1  0      0 880464 107024 562952    0    0     0  3551  962 6804 10  5 50 35  0	
2016-05-16 23:43:50.445585	 2  0      0 879720 107040 563984    0    0     0  3556  874 6798 11  5 50 34  0	
2016-05-16 23:43:55.445950	 0  1      0 878620 107056 564976    0    0     0  3453  952 6607 10  5 50 35  0	
2016-05-16 23:44:00.446221	 1  0      0 877736 107072 565792    0    0     0  3182  969 6111 10  4 50 36  0	
