2016-05-17 20:04:25.492815	procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
2016-05-17 20:04:25.492889	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 20:04:25.492922	 4  0      0 11293588  67876 2822648    0    0     7   754  404  978  3  2 93  1  0
2016-05-17 20:04:30.493044	 0  0      0 11173336  67876 2832412    0    0     0 26950 14385 28790 25 14 61  0  0
2016-05-17 20:04:35.493282	 0  0      0 11161920  67880 2843136    0    0     0 25478 13877 28465 23 14 63  0  0
2016-05-17 20:04:40.493521	 3  0      0 11167932  67884 2837232    0    0     0 25470 15315 30795 24 14 62  0  0
2016-05-17 20:04:45.493968	 0  1      0 11169436  67896 2835808    0    0     0 29374 13722 28398 23 13 63  1  0
2016-05-17 20:04:50.494409	 0  1      0 11161996  67900 2843432    0    0     0 40974 3263 5358  7  5 66 22  0
2016-05-17 20:04:55.494692	 0  2      0 11167288  67900 2837672    0    0     0 39572 1522 2677  3  3 63 31  0
2016-05-17 20:05:00.494978	 0  2      0 11161996  67900 2840648    0    0     0  7350  345  598  1  1 48 50  0
2016-05-17 20:05:05.495193	 0  0      0 11158928  67912 2846204    0    0     0  9769 2731 5267  6  3 52 39  0
2016-05-17 20:05:10.495418	 0  0      0 11169352  67920 2835232    0    0     0 27795 15395 31896 26 14 60  0  0
2016-05-17 20:05:15.495651	 8  0      0 11161120  67924 2843600    0    0     0 25009 16371 33406 28 15 57  0  0
2016-05-17 20:05:20.495909	 0  1      0 11161676  67928 2842364    0    0     0 30280 14413 29592 25 13 58  5  0
2016-05-17 20:05:25.496369	 0  1      0 11166912  67928 2837356    0    0     0 24023 2284 3983  4  3 69 23  0
