2016-05-17 00:36:10.138838	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 00:36:10.138941	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 00:36:10.139206	 3  1   2892  66356   2132 1518096    0    0   238  1032  168  836  3  1 84 11  0	
2016-05-17 00:36:15.183296	 6  0   2892  71424   2156 1512248    0    0  3570 13826 1774 9569 14  7 33 45  0	
2016-05-17 00:36:20.183582	 0  1   2892  76756   2136 1506996    0    0  3016 10728 1452 7626 12  6 32 49  0	
2016-05-17 00:36:25.183861	 4  0   2892  67828   2152 1515968    0    0  2861 10579 1387 7681 12  6 35 47  0	
2016-05-17 00:36:30.247996	 0  1   2892  78756   2176 1505024    0    0  2834  9794 1378 7262 12  6 35 47  0	
2016-05-17 00:36:35.248270	 0  1   2892  82336   2192 1501572    0    0  1993  7606 1056 5740  9  4 39 47  0	
2016-05-17 00:36:40.331433	 5  0   2892  69564   2192 1514412    0    0  3134 12568 1786 8313 13  7 36 45  0	
2016-05-17 00:36:45.331856	 2  2   2892  72540   2208 1511428    0    0  2626 11017 1510 6522 11  5 36 48  0	
2016-05-17 00:36:50.332146	 1  1   2892  68448   2224 1515380    0    0  1777 39851 1722 5646 10  5 28 57  0	
2016-05-17 00:36:55.412319	 4  0   2892  67456   2240 1516596    0    0  2948  8938 1408 7314 11  6 37 46  0	
2016-05-17 00:37:00.412513	 0  1   2892  65472   2256 1518576    0    0  2735  8516 1358 7072 12  6 34 48  0	
2016-05-17 00:37:05.439813	 1  1   2892  71920   2244 1511960    0    0  2742 11199 1446 7214 11  7 30 52  0	
2016-05-17 00:37:10.440227	 0  2   2892  78680   2248 1509992    0    0  1513 40714 2299 4451  8  6 24 62  0	
