2016-05-17 19:13:44.571126	MemTotal	33006308
2016-05-17 19:13:44.571126	MemFree	32069532
2016-05-17 19:13:44.571126	Buffers	24152
2016-05-17 19:13:44.571126	Cached	529752
2016-05-17 19:13:44.571126	SwapCached	0
2016-05-17 19:13:44.571126	Active	495996
2016-05-17 19:13:44.571126	Inactive	109416
2016-05-17 19:13:44.571126	Active(anon)	190592
2016-05-17 19:13:44.571126	Inactive(anon)	3520
2016-05-17 19:13:44.571126	Active(file)	305404
2016-05-17 19:13:44.571126	Inactive(file)	105896
2016-05-17 19:13:44.571126	Unevictable	0
2016-05-17 19:13:44.571126	Mlocked	0
2016-05-17 19:13:44.571126	SwapTotal	2097148
2016-05-17 19:13:44.571126	SwapFree	2097148
2016-05-17 19:13:44.571126	Dirty	348
2016-05-17 19:13:44.571126	Writeback	0
2016-05-17 19:13:44.571126	AnonPages	50520
2016-05-17 19:13:44.571126	Mapped	155996
2016-05-17 19:13:44.571126	Shmem	142864
2016-05-17 19:13:44.571126	Slab	95224
2016-05-17 19:13:44.571126	SReclaimable	24872
2016-05-17 19:13:44.571126	SUnreclaim	70352
2016-05-17 19:13:44.571126	KernelStack	3808
2016-05-17 19:13:44.571126	PageTables	6560
2016-05-17 19:13:44.571126	NFS_Unstable	0
2016-05-17 19:13:44.571126	Bounce	0
2016-05-17 19:13:44.571126	WritebackTmp	0
2016-05-17 19:13:44.571126	CommitLimit	18600300
2016-05-17 19:13:44.571126	Committed_AS	358976
2016-05-17 19:13:44.571126	VmallocTotal	34359738367
2016-05-17 19:13:44.571126	VmallocUsed	217292
2016-05-17 19:13:44.571126	VmallocChunk	34359509756
2016-05-17 19:13:44.571126	HardwareCorrupted	0
2016-05-17 19:13:44.571126	AnonHugePages	2048
2016-05-17 19:13:44.571126	HugePages_Total	0
2016-05-17 19:13:44.571126	HugePages_Free	0
2016-05-17 19:13:44.571126	HugePages_Rsvd	0
2016-05-17 19:13:44.571126	HugePages_Surp	0
2016-05-17 19:13:44.571126	Hugepagesize	2048
2016-05-17 19:13:44.571126	DirectMap4k	10240
2016-05-17 19:13:44.571126	DirectMap2M	33544192
2016-05-17 19:13:49.576806	MemTotal	33006308
2016-05-17 19:13:49.576806	MemFree	32084072
2016-05-17 19:13:49.576806	Buffers	24168
2016-05-17 19:13:49.576806	Cached	522100
2016-05-17 19:13:49.576806	SwapCached	0
2016-05-17 19:13:49.576806	Active	480620
2016-05-17 19:13:49.576806	Inactive	108868
2016-05-17 19:13:49.576806	Active(anon)	184120
2016-05-17 19:13:49.576806	Inactive(anon)	3520
2016-05-17 19:13:49.576806	Active(file)	296500
2016-05-17 19:13:49.576806	Inactive(file)	105348
2016-05-17 19:13:49.576806	Unevictable	0
2016-05-17 19:13:49.576806	Mlocked	0
2016-05-17 19:13:49.576806	SwapTotal	2097148
2016-05-17 19:13:49.576806	SwapFree	2097148
2016-05-17 19:13:49.576806	Dirty	916
2016-05-17 19:13:49.576806	Writeback	0
2016-05-17 19:13:49.576806	AnonPages	44776
2016-05-17 19:13:49.576806	Mapped	156560
2016-05-17 19:13:49.576806	Shmem	142864
2016-05-17 19:13:49.576806	Slab	95180
2016-05-17 19:13:49.576806	SReclaimable	24804
2016-05-17 19:13:49.576806	SUnreclaim	70376
2016-05-17 19:13:49.576806	KernelStack	4096
2016-05-17 19:13:49.576806	PageTables	8144
2016-05-17 19:13:49.576806	NFS_Unstable	0
2016-05-17 19:13:49.576806	Bounce	0
2016-05-17 19:13:49.576806	WritebackTmp	0
2016-05-17 19:13:49.576806	CommitLimit	18600300
2016-05-17 19:13:49.576806	Committed_AS	348892
2016-05-17 19:13:49.576806	VmallocTotal	34359738367
2016-05-17 19:13:49.576806	VmallocUsed	217292
2016-05-17 19:13:49.576806	VmallocChunk	34359509756
2016-05-17 19:13:49.576806	HardwareCorrupted	0
2016-05-17 19:13:49.576806	AnonHugePages	2048
2016-05-17 19:13:49.576806	HugePages_Total	0
2016-05-17 19:13:49.576806	HugePages_Free	0
2016-05-17 19:13:49.576806	HugePages_Rsvd	0
