2016-05-17 19:03:06.787314	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 19:03:06.787387	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 19:03:06.787622	 1  1      0 32343992  20812 282380    0    0    23   423  350 1267  3  1 87  8  0	
2016-05-17 19:03:11.787972	 2  0      0 32350508  20836 275980    0    0     0  5147 1157 6394  3  1 87  9  0	
2016-05-17 19:03:16.788523	 1  0      0 32347060  20852 280024    0    0     0  3929  798 6356  2  1 88  9  0	
2016-05-17 19:03:21.788807	 0  1      0 32345404  20868 281868    0    0     0  3311  834 6019  2  1 88  9  0	
2016-05-17 19:03:26.789441	 2  0      0 32343396  20884 283184    0    0     0  3386  863 6363  3  1 88  9  0	
2016-05-17 19:03:31.789735	 0  1      0 32342792  20900 284272    0    0     0  3373 1019 6430  3  1 88  9  0	
2016-05-17 19:03:36.790218	 0  1      0 32342064  20916 285284    0    0     0  3630 1196 6838  3  1 88  9  0	
2016-05-17 19:03:41.790616	 0  1      0 32341008  20932 286208    0    0     0  3528 1048 6262  3  1 87  9  0	
2016-05-17 19:03:46.791121	 2  0      0 32340016  20948 287128    0    0     0  3352  958 6444  2  1 88  9  0	
2016-05-17 19:03:51.791419	 0  1      0 32339288  20964 288024    0    0     0  2966  790 5694  2  1 88  9  0	
2016-05-17 19:03:56.791857	 2  1      0 32354400  20980 272660    0    0     0  3293  960 6329  3  1 88  9  0	
2016-05-17 19:04:01.792152	 1  0      0 32353904  20996 273616    0    0     0  3590 1025 6894  3  1 88  9  0	
2016-05-17 19:04:06.792430	 1  1      0 32354260  21012 274700    0    0     0  3534 1053 6795  3  1 88  9  0	
