2016-05-17 19:30:18.976029	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 19:30:18.976116	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 19:30:18.976446	10  1      0 32062168  30460 530716    0    0    10   765  415 1866  5  2 83  9  0	
2016-05-17 19:30:23.976816	 4  1      0 32054324  30484 532208    0    0     0 13302 5444 28466 11  5 74 11  0	
2016-05-17 19:30:28.977100	 3  1      0 32061764  30500 524420    0    0     0 12286 6425 35729 13  5 72 10  0	
2016-05-17 19:30:33.977389	 6  1      0 32048676  30516 538032    0    0     0 10319 7223 39856 15  6 69 10  0	
2016-05-17 19:30:38.977669	10  1      0 32047048  30532 539420    0    0     0  7426 6254 36133 13  6 71 10  0	
2016-05-17 19:30:43.977953	 0  1      0 32051820  30548 534632    0    0     0  6136 6394 34887 13  6 71 10  0	
2016-05-17 19:30:48.978295	15  0      0 32058888  30572 527068    0    0     0  5600 6464 35027 13  5 71 10  0	
2016-05-17 19:30:53.978530	 4  1      0 32052332  30588 534144    0    0     0  5776 5389 31015 12  5 74 10  0	
2016-05-17 19:30:58.978837	 0  1      0 32046860  30604 539796    0    0     0  4486 5708 31052 11  4 74 10  0	
2016-05-17 19:31:03.979118	 2  1      0 32057648  30620 528560    0    0     0  4434 5767 30908 12  5 73 10  0	
2016-05-17 19:31:08.979403	 5  1      0 32052936  30636 533568    0    0     0 21452 6081 32850 12  5 72 11  0	
2016-05-17 19:31:13.979727	 0  1      0 32046752  30652 539492    0    0     0  5452 6755 38845 15  6 70  9  0	
2016-05-17 19:31:18.980134	 3  0      0 32060128  30668 543900    0    0     0  4186 5541 30187 11  5 74 10  0	
